,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tipo_de_registro,indicador,tipo_atualizacao,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nm_cidade_exterior,cod_pais,nm_pais,codigo_natureza_juridica,data_inicio_atividade,cnae_fiscal,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio,ddd_telefone_1,ddd_telefone_2,ddd_fax,correio_eletronico,qualificacao_responsavel,capital_social_empresa,porte_empresa,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,filler,"fim_registro
",latitude,longitude,endereco,mes_inicio_atividade,ano_inicio_atividade,mes_situacao_cadastral,ano_situacao_cadastral,data,mes_ano_abertura
319,319,319,59387,59387,1,F,,7151699000130,1,FRANCISCA JACOB DE SOUSA,,8,2008-12-31,71,,,,2135,1983-03-14,5611203,AVENIDA,CASTELO BRANCO,740,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 740  SAO FRANCISCO cep: 65099110 MA ,brasil",3,1983,12,2008,2008-12-01,1983-03-01
320,320,320,59504,59504,1,F,,7155909000168,1,R J C GONCALVES,MAIS PRODUCOES,8,2018-10-09,1,,,,2135,2005-01-03,5920100,AVENIDA,CASTELO BRANCO,401,SALA 101,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,6,2008-01-01,2012-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 401 SALA 101 SAO FRANCISCO cep: 65076090 MA ,brasil",1,2005,10,2018,2018-10-01,2005-01-01
321,321,321,59547,59547,1,F,,7157480000148,1,LEAD COMUNICACOES LTDA,LEAD COMUNICACOES,8,2008-12-31,71,,,,2062,1983-07-25,8888888,AVENIDA,CASTELO BRANCO,605,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605  SAO FRANCISCO cep: 65099110 MA ,brasil",7,1983,12,2008,2008-12-01,1983-07-01
322,322,322,59549,59549,1,F,,7157522000140,1,J F DE SOUSA CONSTRUCOES E PAVIMENTACOES,,8,2008-12-31,71,,,,2135,1983-07-25,8888888,AVENIDA,CASTELO BRANCO,02,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 02  SAO FRANCISCO cep: 65099110 MA ,brasil",7,1983,12,2008,2008-12-01,1983-07-01
323,323,323,59555,59555,1,F,,7157623000111,1,GLOBO INFORMATICA LTDA,,2,2005-01-03,0,,,,2062,2005-01-03,4751201,AVENIDA,CASTELO BRANCO,148,EDIF: COM. CASTELO BRANCO; LOJA: 07;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32689107,,,JOSUELCASTRO@HOTMAIL.COM,49,60000.0,1,7,2007-07-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 EDIF: COM. CASTELO BRANCO; LOJA: 07; SAO FRANCISCO cep: 65076091 MA ,brasil",1,2005,1,2005,2005-01-01,2005-01-01
324,324,324,59592,59592,1,F,,7159379000126,1,TEIXEIRA & ANDRADE LTDA,,4,2018-10-02,63,,,,2062,1983-07-07,8888888,AVENIDA,CASTELO BRANCO,605,SALA 222,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 222 SAO FRANCISCO cep: 65099110 MA ,brasil",7,1983,10,2018,2018-10-01,1983-07-01
325,325,325,59628,59628,1,F,,7160369000100,1,G C NASCIMENTO ASSESSORIA,,8,2008-12-31,71,,,,2135,1983-07-01,8888888,AVENIDA,CASTELO BRANCO,401,SALA 303,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 401 SALA 303 SAO FRANCISCO cep: 65099110 MA ,brasil",7,1983,12,2008,2008-12-01,1983-07-01
326,326,326,59649,59649,1,F,,7160963000100,1,JOSE CARLOS DE ANDRADE JUNIOR,,8,2000-03-10,1,,,,4014,1983-06-22,6810202,AVENIDA,CASTELO BRANCO,605,SALA 218,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,34,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 218 SAO FRANCISCO cep: 65099110 MA ,brasil",6,1983,3,2000,2000-03-01,1983-06-01
327,327,327,59659,59659,1,F,,7161334000196,1,CONSUPLAN CONSULTORIA PLANEJAMENTO E PROJETOS S/C LTDA,CONSUPLAN,4,2018-10-02,63,,,,2062,1983-06-20,8888888,AVENIDA,CASTELO BRANCO,605,SALA 221,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 221 SAO FRANCISCO cep: 65099110 MA ,brasil",6,1983,10,2018,2018-10-01,1983-06-01
328,328,328,59678,59678,1,F,,7161755000117,1,J MACIEL,P H-83 PRIVE,8,2008-12-31,71,,,,2135,1983-06-20,5611203,AVENIDA,CASTELO BRANCO,92,LOJAS 04-06 E 08,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJAS 04-06 E 08 SAO FRANCISCO cep: 65099110 MA ,brasil",6,1983,12,2008,2008-12-01,1983-06-01
329,329,329,59694,59694,1,F,,7162258000133,1,JK PLANEJAMENTO E VENDA DE IMOVEIS LTDA,JK PLANEJAMENTO E VENDA,8,2008-12-31,71,,,,2062,1983-06-17,6810202,AVENIDA,CASTELO BRANCO,605,SALA 223,SAO FRANCISCO,65076900.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 223 SAO FRANCISCO cep: 65076900 MA ,brasil",6,1983,12,2008,2008-12-01,1983-06-01
330,330,330,59838,59838,1,F,,7165913000107,1,ACOMAR ACOS DO MARANHAO LTDA,,4,2018-11-06,63,,,,2062,1983-05-23,4753900,AVENIDA,CASTELO BRANCO,673,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 673  SAO FRANCISCO cep: 65076090 MA ,brasil",5,1983,11,2018,2018-11-01,1983-05-01
331,331,331,59895,59895,1,F,,7168438000122,1,DUCOL COMERCIO E REPRESENTACOES LTDA,,4,2018-11-06,63,,,,2062,1983-05-13,4744005,AVENIDA,CASTELO BRANCO,679,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 679  SAO FRANCISCO cep: 65076090 MA ,brasil",5,1983,11,2018,2018-11-01,1983-05-01
332,332,332,59911,59911,1,F,,7168644000132,1,FERNANDO PIRES B DE MORAES,FPM - PESQUISA E CONSULTORIA EM SOCIOLOGIA E GERENCIA,8,2008-12-31,71,,,,2135,1983-05-11,8888888,AVENIDA,CASTELO BRANCO,509B,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 509B  SAO FRANCISCO cep: 65099110 MA ,brasil",5,1983,12,2008,2008-12-01,1983-05-01
333,333,333,60045,60045,1,F,,7171044000123,1,CREMOPEL COM E REP DE MOVEIS E PECAS LTDA,CREMOPEL,8,2008-12-31,71,,,,2062,1983-04-14,4530701,AVENIDA,CASTELO BRANCO,1098,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 1098  SAO FRANCISCO cep: 65099110 MA ,brasil",4,1983,12,2008,2008-12-01,1983-04-01
334,334,334,60092,60092,1,F,,7172224000120,1,IMS COMERCIO CONSTRUCOES E REPRESENTACOES LTDA,,8,2008-12-31,71,,,,2062,1983-03-29,4329104,AVENIDA,CASTELO BRANCO,605,2 ANDAR SALA 212,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 2 ANDAR SALA 212 SAO FRANCISCO cep: 65099110 MA ,brasil",3,1983,12,2008,2008-12-01,1983-03-01
335,335,335,60144,60144,1,F,,7173156000113,1,BEIJO DE MOCA M M SERVICOS LTDA,BEIJO DE MOCA,2,2005-11-03,0,,,,2062,1983-03-22,5611203,AVENIDA,CASTELO BRANCO,S/N,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,493267.0,5,0,,,N,,,,"F
",-2.5153279,-44.3043946,"CASTELO BRANCO S/N  SAO FRANCISCO cep: 65076090 MA ,brasil",3,1983,11,2005,2005-11-01,1983-03-01
336,336,336,60281,60281,1,F,,7194671000180,1,A M B CAMINHA,RESTAURANTE O CASTELINHO,4,2018-11-06,63,,,,2135,2005-01-26,5611204,AVENIDA,CASTELO BRANCO,718,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,098 32352602,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 718  SAO FRANCISCO cep: 65076090 MA ,brasil",1,2005,11,2018,2018-11-01,2005-01-01
337,337,337,60293,60293,1,F,,7195635000130,1,ANTONIO M DE OLIVEIRA NETO EIRELI,LIGEIRINHO DISTRIBUIDORA,2,2005-01-27,0,,,,2305,2005-01-27,4723700,AVENIDA,CASTELO BRANCO,374,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  33027646,,,INVISTACONTABILIDADE@GMAIL.COM,65,200000.0,1,8,2018-01-01,2018-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 374  SAO FRANCISCO cep: 65076090 MA ,brasil",1,2005,1,2005,2005-01-01,2005-01-01
338,338,338,60310,60310,1,F,,7197536000279,2,IMPORTEC IMPORTADORA CEARENSE LTDA,,8,1990-12-28,1,,,,2062,1988-12-21,4644301,AVENIDA,CASTELO BRANCO,605,SALA 311,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 311 SAO FRANCISCO cep: 65099110 MA ,brasil",12,1988,12,1990,1990-12-01,1988-12-01
339,339,339,60430,60430,1,F,,7212744000119,1,JOSE RAIMUNDO FERREIRA PENHA,,8,2018-04-04,1,,,,2135,2005-02-11,4722901,AVENIDA,CASTELO BRANCO,600,,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,,,,,50,30000.0,1,6,2008-01-01,2018-04-04,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 600  SAO FRANCISCO cep: 65076091 MA ,brasil",2,2005,4,2018,2018-04-01,2005-02-01
340,340,340,60599,60599,1,F,,7240367000121,1,HASTRA INFORMATICA E REPRESENTACAO LTDA,,8,2015-02-09,73,,,,2062,2004-03-03,4751201,AVENIDA,CASTELO BRANCO,148,ED COM CASTELO BRANCO,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 ED COM CASTELO BRANCO SAO FRANCISCO cep: 65076091 MA ,brasil",3,2004,2,2015,2015-02-01,2004-03-01
341,341,341,60624,60624,1,F,,7245912000172,1,L M C 0LIVEIRA IMPERMEABILIZACAO,IMPERCON,2,2005-03-04,0,,,,2135,2005-03-04,4330401,AVENIDA,CASTELO BRANCO,559,LETRA B,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32351921,98  32452135,98  32452135,,50,0.0,1,5,2008-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 LETRA B SAO FRANCISCO cep: 65076090 MA ,brasil",3,2005,3,2005,2005-03-01,2005-03-01
342,342,342,60689,60689,1,F,,7259320000100,1,ADELMO SGUISSARDI JUNIOR,SEDUCAO LINGERIE,8,2006-05-15,1,,,,2135,2005-03-14,4781400,AVENIDA,CASTELO BRANCO,751,QUADRA 35,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 751 QUADRA 35 SAO FRANCISCO cep: 65076090 MA ,brasil",3,2005,5,2006,2006-05-01,2005-03-01
343,343,343,60910,60910,1,F,,7299229000118,1,PONTO CERTO MATERIAIS DE CONSTRUCAO LTDA,PONTO CERTO,2,2005-03-31,0,,,,2062,2005-03-31,4744099,AVENIDA,CASTELO BRANCO,619,A QUADRA 13,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,20000.0,1,7,2007-07-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 619 A QUADRA 13 SAO FRANCISCO cep: 65076090 MA ,brasil",3,2005,3,2005,2005-03-01,2005-03-01
344,344,344,60981,60981,1,F,,7306624000180,1,BTUS ELETRICIDADES E REFRIGERACAO LTDA,,8,2008-12-31,71,,,,2062,1983-08-12,9521500,AVENIDA,CASTELO BRANCO,261,A,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 261 A SAO FRANCISCO cep: 65076090 MA ,brasil",8,1983,12,2008,2008-12-01,1983-08-01
345,345,345,61004,61004,1,F,,7307051000100,1,ELETROFRIO LTDA,,8,2008-12-31,71,,,,2062,1983-08-16,9521500,AVENIDA,CASTELO BRANCO,915,C,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 915 C SAO FRANCISCO cep: 65099110 MA ,brasil",8,1983,12,2008,2008-12-01,1983-08-01
346,346,346,61015,61015,1,F,,7307333000107,1,TRAVINCAS BATISTA E SILVA LTDA,,8,1995-01-27,1,,,,2062,1983-08-18,8888888,AVENIDA,CASTELO BRANCO,92,LOJA A,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA A SAO FRANCISCO cep: 65099110 MA ,brasil",8,1983,1,1995,1995-01-01,1983-08-01
347,347,347,61143,61143,1,F,,7310246000109,1,NORTE ELETRICA LTDA,,4,2018-11-06,63,,,,2062,1983-09-09,4649401,AVENIDA,CASTELO BRANCO,840,,SAO FRANCISCO,65076500.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 840  SAO FRANCISCO cep: 65076500 MA ,brasil",9,1983,11,2018,2018-11-01,1983-09-01
348,348,348,61157,61157,1,F,,7310675000186,1,CONSTRUTORA TORRES LTDA,,2,2002-10-19,0,,,,2062,1996-10-18,4120400,AVENIDA,CASTELO BRANCO,333,SALA: 106;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32225104,,,,49,10000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 SALA: 106; SAO FRANCISCO cep: 65076090 MA ,brasil",10,1996,10,2002,2002-10-01,1996-10-01
349,349,349,61163,61163,1,F,,7310824000107,1,CASAS DO FRANGO LTDA,SUPERMERCADO PRIMAVERA,8,2008-12-31,71,,,,2062,1983-09-13,4722901,AVENIDA,CASTELO BRANCO,698-B,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 698-B  SAO FRANCISCO cep: 65076090 MA ,brasil",9,1983,12,2008,2008-12-01,1983-09-01
350,350,350,61283,61283,1,F,,7313539000140,1,R N PINHEIRO CABELEIREIRO,NONATO CABELEREIRO,8,1990-06-01,1,,,,2135,1983-09-29,8888888,AVENIDA,CASTELO BRANCO,623,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 623  SAO FRANCISCO cep: 65099110 MA ,brasil",9,1983,6,1990,1990-06-01,1983-09-01
351,351,351,61306,61306,1,F,,7314123000146,1,BUSO & CIA LTDA,,8,1997-10-13,9,,,,2062,1983-10-26,8888888,AVENIDA,CASTELO BRANCO,605,SALAS 201 E 203,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALAS 201 E 203 SAO FRANCISCO cep: 65099110 MA ,brasil",10,1983,10,1997,1997-10-01,1983-10-01
352,352,352,61327,61327,1,F,,7314527000130,1,WORLD SEAS AGENCIAS LTDA,WORLD SEAS.,2,2005-04-06,0,,,,2062,2005-04-06,5232000,AVENIDA,CASTELO BRANCO,605,EDIF: CIDADE DE SAO LUIS; SALA: 210;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  99714570,98  32351921,98  32351921,,49,30000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 EDIF: CIDADE DE SAO LUIS; SALA: 210; SAO FRANCISCO cep: 65076090 MA ,brasil",4,2005,4,2005,2005-04-01,2005-04-01
353,353,353,61444,61444,1,F,,7317357000147,1,MANOELA MATOS DE MENEZES,,8,1991-12-12,1,,,,2135,1983-10-06,8888888,AVENIDA,CASTELO BRANCO,915,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 915  SAO FRANCISCO cep: 65099110 MA ,brasil",10,1983,12,1991,1991-12-01,1983-10-01
354,354,354,61478,61478,1,F,,7318538000198,1,HELOS-COMERCIO E REPRESENTACAO DE EQUIPAMENTOS TEC LTDA,,8,2008-12-31,71,,,,2062,1983-08-03,4753900,AVENIDA,CASTELO BRANCO,374,SALA 103,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 374 SALA 103 SAO FRANCISCO cep: 65099110 MA ,brasil",8,1983,12,2008,2008-12-01,1983-08-01
355,355,355,61479,61479,1,F,,7318546000134,1,RESTAURANTE NISHIMURA LTDA,,8,2008-12-31,71,,,,2062,1983-08-03,5611201,AVENIDA,CASTELO BRANCO,47,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 47  SAO FRANCISCO cep: 65076090 MA ,brasil",8,1983,12,2008,2008-12-01,1983-08-01
356,356,356,61486,61486,1,F,,7318702000167,1,LANNA CONFECCOES LTDA,,8,2008-12-31,71,,,,2062,1983-04-20,4781400,AVENIDA,CASTELO BRANCO,92,SALA 19,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 SALA 19 SAO FRANCISCO cep: 65099110 MA ,brasil",4,1983,12,2008,2008-12-01,1983-04-01
357,357,357,61604,61604,1,F,,7337726000163,1,TACTOUR - SLZ VIAGENS E TURISMO LTDA,TACTOUR - SLZ VIAGENS E TURISMO,8,2005-06-15,1,,,,2062,2005-04-01,7911200,AVENIDA,CASTELO BRANCO,333,LJ 02 E 03,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 LJ 02 E 03 SAO FRANCISCO cep: 65076090 MA ,brasil",4,2005,6,2005,2005-06-01,2005-04-01
358,358,358,61680,61680,1,F,,7348998000169,1,B S MARTINS,NOVA ELETRONICA,8,1991-10-30,9,,,,2135,1983-11-09,9521500,AVENIDA,CASTELO BRANCO,914,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 914  SAO FRANCISCO cep: 65099110 MA ,brasil",11,1983,10,1991,1991-10-01,1983-11-01
359,359,359,61699,61699,1,F,,7349459000225,2,ALIMENTO COMERCIAL LTDA,,8,2008-12-31,71,,,,2062,1984-04-12,4774100,AVENIDA,CASTELO BRANCO,354,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 354  SAO FRANCISCO cep: 65076090 MA ,brasil",4,1984,12,2008,2008-12-01,1984-04-01
360,360,360,61710,61710,1,F,,7349822000121,1,MONTEIRO & MELO LTDA,MONTEIRO E MELO IMOVEIS,8,2008-12-31,71,,,,2062,1983-11-16,6810202,AVENIDA,CASTELO BRANCO,605,SALA,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA SAO FRANCISCO cep: 65099110 MA ,brasil",11,1983,12,2008,2008-12-01,1983-11-01
361,361,361,61788,61788,1,F,,7351729000151,1,LUIZ B C CASTRO,TROPICAL,8,2008-12-31,71,,,,2135,1983-11-23,5611201,AVENIDA,CASTELO BRANCO,11,QUADRA 35,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 11 QUADRA 35 SAO FRANCISCO cep: 65099110 MA ,brasil",11,1983,12,2008,2008-12-01,1983-11-01
362,362,362,61870,61870,1,F,,7354418000146,1,SANTUR TURISMO LTDA,,8,2008-12-31,71,,,,2062,1983-12-13,7911200,AVENIDA,CASTELO BRANCO,S/N,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5153279,-44.3043946,"CASTELO BRANCO S/N  SAO FRANCISCO cep: 65099110 MA ,brasil",12,1983,12,2008,2008-12-01,1983-12-01
363,363,363,61989,61989,1,F,,7358070000165,1,GUANABARA DO NORTE CONSTRUTORA E PASTORIL LTDA,,8,2008-12-31,71,,,,2062,1984-01-09,6810202,AVENIDA,CASTELO BRANCO,148,SALAS 303 A 304,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALAS 303 A 304 SAO FRANCISCO cep: 65099110 MA ,brasil",1,1984,12,2008,2008-12-01,1984-01-01
364,364,364,62037,62037,1,F,,7362437000386,2,PILAR GESTAO E INVESTIMENTOS IMOBILIARIOS EIRELI,,2,2005-11-03,0,,,,2305,1976-10-01,8888888,AVENIDA,CASTELO BRANCO,657,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,65,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 657  SAO FRANCISCO cep: 65076090 MA ,brasil",10,1976,11,2005,2005-11-01,1976-10-01
365,365,365,62101,62101,1,F,,7363948000150,1,M L L DA BOA HORA,PASTELLO'S,8,1991-08-09,1,,,,2135,1984-01-27,5611201,AVENIDA,CASTELO BRANCO,148,LOJA 03,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 LOJA 03 SAO FRANCISCO cep: 65099110 MA ,brasil",1,1984,8,1991,1991-08-01,1984-01-01
366,366,366,62106,62106,1,F,,7363971000145,1,L T ORIKASA,RESTAURANTE TOKYO,8,2008-12-31,71,,,,2135,1984-01-30,5611201,AVENIDA,CASTELO BRANCO,SN,JUNIOR CENTER,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5153279,-44.3043946,"CASTELO BRANCO SN JUNIOR CENTER SAO FRANCISCO cep: 65099110 MA ,brasil",1,1984,12,2008,2008-12-01,1984-01-01
367,367,367,62117,62117,1,F,,7364243000158,1,EULALIO DECORACOES INDUSTRIA COM REPRESENTACOES LTDA,EULALIO DECORACOES,8,2008-12-31,71,,,,2062,1984-01-27,8888888,AVENIDA,CASTELO BRANCO,829,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 829  SAO FRANCISCO cep: 65099110 MA ,brasil",1,1984,12,2008,2008-12-01,1984-01-01
368,368,368,62178,62178,1,F,,7366123000190,1,A DE F COSTA NUNES,ANA MAGAZINE,8,1993-03-26,1,,,,2135,1984-03-09,4781400,AVENIDA,CASTELO BRANCO,92,LOJA 26 JR.CENTER,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 26 JR.CENTER SAO FRANCISCO cep: 65099110 MA ,brasil",3,1984,3,1993,1993-03-01,1984-03-01
369,369,369,62192,62192,1,F,,7366404000142,1,RUCK COMERCIAL E ADMINISTRACAO DE BENS LTDA,,8,2008-12-31,71,,,,2062,1984-03-12,6821802,AVENIDA,CASTELO BRANCO,623,SOBRE LOJA,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 623 SOBRE LOJA SAO FRANCISCO cep: 65076090 MA ,brasil",3,1984,12,2008,2008-12-01,1984-03-01
370,370,370,62223,62223,1,F,,7367246000145,1,FATURA-DISTRIBUIDORA DE MATERIAIS DE CONSTRUCAO LTDA,,8,2015-02-09,73,,,,2062,1984-03-19,4649401,AVENIDA,CASTELO BRANCO,451,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 451  SAO FRANCISCO cep: 65099110 MA ,brasil",3,1984,2,2015,2015-02-01,1984-03-01
371,371,371,62265,62265,1,F,,7368335000106,1,ALUA ARTESANATO LTDA.,,3,2007-04-27,21,,,,2062,1984-02-28,4774100,AVENIDA,CASTELO BRANCO,840,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 840  SAO FRANCISCO cep: 65099110 MA ,brasil",2,1984,4,2007,2007-04-01,1984-02-01
372,372,372,62363,62363,1,F,,7370901000114,1,RIBEIRO & RIBEIRO LTDA,INFORMATICA CENTRO DE ENSINO DE COMPUTACAO,8,1987-05-21,1,,,,2062,1984-02-10,8599699,AVENIDA,CASTELO BRANCO,753,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 753  SAO FRANCISCO cep: 65099110 MA ,brasil",2,1984,5,1987,1987-05-01,1984-02-01
